pdb_id,Hchain,Lchain,model,antigen_chain,antigen_type,antigen_het_name,antigen_name,short_header,date,compound,organism,heavy_species,light_species,antigen_species,authors,resolution,method,r_free,r_factor,scfv,engineered,heavy_subclass,light_subclass,light_ctype,affinity,delta_g,affinity_method,temperature,pmid
7z9q,E,,0,A,protein,,"spike glycoprotein,fibritin",ANTIVIRAL PROTEIN,07/13/22,CRYO-EM STRUCTURE OF SARS-COV-2 SPIKE : H11-A10 nanobody complex,Lama glama; Severe acute respiratory syndrome coronavirus 2; Tequatrovirus T4,lama glama,,"severe acute respiratory syndrome coronavirus2, tequatrovirus t4 ","Weckener, M., Naismith, J.H.",3.6,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
7z9q,F,,0,B,protein,,"spike glycoprotein,fibritin",ANTIVIRAL PROTEIN,07/13/22,CRYO-EM STRUCTURE OF SARS-COV-2 SPIKE : H11-A10 nanobody complex,Lama glama; Severe acute respiratory syndrome coronavirus 2; Tequatrovirus T4,lama glama,,"severe acute respiratory syndrome coronavirus2, tequatrovirus t4 ","Weckener, M., Naismith, J.H.",3.6,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
7zms,K,,0,A,protein,,atp-dependent dna helicase q5,HYDROLASE,07/13/22,Crystal structure of human RECQL5 helicase APO form in complex with engineered nanobody (Gluebody) G4-043,Homo sapiens; Lama glama,lama glama,,homo sapiens,"Ye, M., Makola, M., Newman, J.A., Fairhead, M., MacLean, E., Krojer, T., Aitkenhead, H., Bountra, C., Gileadi, O., von Delft, F.",2.7,X-RAY DIFFRACTION,0.275,0.235,False,True,IGHV1,,,,,,,
7zyi,H,L,0,A,protein,,sodium/bile acid cotransporter,TRANSPORT PROTEIN,07/13/22,Structure of the human sodium/bile acid cotransporter (NTCP) in complex with Fab and nanobody,Homo sapiens; Lama glama; Mus musculus,mus musculus,mus musculus,homo sapiens,"Liu, H., Irobalieva, R.N., Nosol, K., Locher, K.P.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV1,Kappa,,,,,
7fah,H,L,0,A,protein,,hemagglutinin,VIRAL PROTEIN/IMMUNE SYSTEM,07/06/22,Immune complex of head region of CA09 HA and neutralizing antibody 12H5,Influenza A virus (strain swl A/California/04/2009 H1N1); Mus musculus,mus musculus,mus musculus,influenza a virus (strain swla/california/04/2009 h1n1) ,"Li, T.T., Xue, W.H., Gu, Y., Li, S.W.",3.151,X-RAY DIFFRACTION,0.290,0.266,False,False,IGHV9,IGKV3,Kappa,,,,,
7fah,C,D,0,B,protein,,hemagglutinin,VIRAL PROTEIN/IMMUNE SYSTEM,07/06/22,Immune complex of head region of CA09 HA and neutralizing antibody 12H5,Influenza A virus (strain swl A/California/04/2009 H1N1); Mus musculus,mus musculus,mus musculus,influenza a virus (strain swla/california/04/2009 h1n1) ,"Li, T.T., Xue, W.H., Gu, Y., Li, S.W.",3.151,X-RAY DIFFRACTION,0.290,0.266,False,False,IGHV9,IGKV3,Kappa,,,,,
8cyd,D,,0,B,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-45,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cyd,E,,0,C,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-45,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cyd,F,,0,A,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-45,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cyj,A,,0,R,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,"RBD of SARS-CoV-2 Spike protein in complex with pan-sarbecovirus nanobodies 2-10, 2-67, 2-62 and 1-25",Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cyj,B,,0,R,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,"RBD of SARS-CoV-2 Spike protein in complex with pan-sarbecovirus nanobodies 2-10, 2-67, 2-62 and 1-25",Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cyj,C,,0,R,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,"RBD of SARS-CoV-2 Spike protein in complex with pan-sarbecovirus nanobodies 2-10, 2-67, 2-62 and 1-25",Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV3,,,,,,,
8cyj,D,,0,R,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,"RBD of SARS-CoV-2 Spike protein in complex with pan-sarbecovirus nanobodies 2-10, 2-67, 2-62 and 1-25",Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8dcc,H,L,0,E,protein,,spike protein s1,VIRAL PROTEIN/IMMUNE SYSTEM,07/06/22,SARS-CoV-2 Receptor-Binding Domain SPEEDesign Immunogen 3 Bound to P2B-2F6 Fab,Homo sapiens; Severe acute respiratory syndrome coronavirus 2,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus2 ,"Dickey, T.D., Tolia, N.H.",2.6,X-RAY DIFFRACTION,0.272,0.221,False,True,IGHV4,IGLV2,Lambda,,,,,
7x1m,A,B,0,M,protein,,spike protein s1,VIRAL PROTEIN/IMMUNE SYSTEM,07/06/22,"The complex structure of Omicron BA.1 RBD with BD604, S309,and S304",Homo sapiens; Severe acute respiratory syndrome coronavirus 2,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus2 ,"Huang, M., Xie, Y.F., Qi, J.X.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,IGKV3,Kappa,,,,,
7x1m,C,D,0,M,protein,,spike protein s1,VIRAL PROTEIN/IMMUNE SYSTEM,07/06/22,"The complex structure of Omicron BA.1 RBD with BD604, S309,and S304",Homo sapiens; Severe acute respiratory syndrome coronavirus 2,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus2 ,"Huang, M., Xie, Y.F., Qi, J.X.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV1,Kappa,,,,,
7x1m,H,L,0,M,protein,,spike protein s1,VIRAL PROTEIN/IMMUNE SYSTEM,07/06/22,"The complex structure of Omicron BA.1 RBD with BD604, S309,and S304",Homo sapiens; Severe acute respiratory syndrome coronavirus 2,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus2 ,"Huang, M., Xie, Y.F., Qi, J.X.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV1,Kappa,,,,,
7xtq,N,,0,A | B | G,protein | protein | protein,NA | NA | NA,guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 ,MEMBRANE PROTEIN,07/06/22,Cryo-EM structure of the R399-bound GPBAR-Gs complex,Homo sapiens; synthetic construct,synthetic construct,,homo sapiens | homo sapiens | homo sapiens,"Ma, L., Yang, F., Wu, X., Mao, C., Sun, J., Yu, X., Zhang, Y., Zhang, P.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV3,,,,,,,
8cy9,D,,0,A,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 1-23,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cy9,E,,0,B,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 1-23,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cy9,F,,0,C,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 1-23,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cya,D,,0,C,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-67,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cya,E,,0,A,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-67,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cya,F,,0,B,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-67,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
7t92,H,L,0,B,protein,,peroxin-12,TRANSLOCASE,07/06/22,Structure of the peroxisomal retro-translocon formed by a heterotrimeric ubiquitin ligase complex,synthetic construct; Thermothelomyces thermophilus ATCC 42464,synthetic construct,synthetic construct,thermothelomyces thermophilus atcc 42464,"Peiqiang, F., Tom, R.",3.1,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV1,Kappa,,,,,
7tz5,H,N,0,C,protein,,hemagglutinin,VIRAL PROTEIN/IMMUNE SYSTEM,07/06/22,Cryo-EM structure of antibody TJ5-5 bound to H3 COBRA TJ5 hemagglutinin,Homo sapiens; Influenza A virus,homo sapiens,homo sapiens,influenza a virus,"Abbadi, N.S., Mousa, J.J.",3.41,ELECTRON MICROSCOPY,,,False,True,IGHV1,IGLV1,Lambda,,,,,
7tz5,I,L,0,A,protein,,hemagglutinin,VIRAL PROTEIN/IMMUNE SYSTEM,07/06/22,Cryo-EM structure of antibody TJ5-5 bound to H3 COBRA TJ5 hemagglutinin,Homo sapiens; Influenza A virus,homo sapiens,homo sapiens,influenza a virus,"Abbadi, N.S., Mousa, J.J.",3.41,ELECTRON MICROSCOPY,,,False,True,IGHV1,IGLV1,Lambda,,,,,
7tz5,J,M,0,B,protein,,hemagglutinin,VIRAL PROTEIN/IMMUNE SYSTEM,07/06/22,Cryo-EM structure of antibody TJ5-5 bound to H3 COBRA TJ5 hemagglutinin,Homo sapiens; Influenza A virus,homo sapiens,homo sapiens,influenza a virus,"Abbadi, N.S., Mousa, J.J.",3.41,ELECTRON MICROSCOPY,,,False,True,IGHV1,IGLV1,Lambda,,,,,
8cyb,D,,0,A,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 1-8,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cyc,D,,0,A,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-34,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cyc,E,,0,B,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-34,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cyc,F,,0,C,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-34,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
7ran,E,e,0,B | C,protein | protein,NA | NA,g protein subunit q (gi2-mini-gq chimera) | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 ,MEMBRANE PROTEIN,07/06/22,5-HT2AR bound to a novel agonist in complex with a mini-Gq protein and an active-state stabilizing single-chain variable fragment (scFv16) obtained by cryo-electron microscopy (cryoEM),Homo sapiens,homo sapiens,,homo sapiens | homo sapiens,"Barros-Alvarez, X., Kim, K., Panova, O., Roth, B.L., Skiniotis, G.",0.0,ELECTRON MICROSCOPY,,,True,True,unknown,unknown,unknown,,,,,
8cy6,D,,0,A,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-65,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cy6,E,,0,B,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-65,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cy6,F,,0,C,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-65,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cy7,D,,0,A,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-34,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cy7,E,,0,B,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-34,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cy7,F,,0,C,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-34,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cwu,B,,0,A,protein,,spike protein s1,IMMUNE SYSTEM,07/06/22,Crystal structure of SARS-CoV-2 spike protein receptor-binding domain in complex with a cross-neutralizing nanobody 1-21,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Liu, H., Wilson, I.A.",1.71,X-RAY DIFFRACTION,0.203,0.185,False,True,IGHV1,,,,,,,
8cwv,H,L,0,A,protein,,spike protein s1,IMMUNE SYSTEM,07/06/22,Crystal structure of SARS-CoV-2 spike protein receptor-binding domain in complex with a cross-neutralizing nanobody 2-31 and a human antibody CC12.1 Fab,Homo sapiens; Lama glama; Severe acute respiratory syndrome coronavirus 2,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus2 ,"Liu, H., Wilson, I.A.",2.51,X-RAY DIFFRACTION,0.264,0.238,False,True,IGHV3,IGKV1,Kappa,,,,,
8cwv,B,,0,A,protein,,spike protein s1,IMMUNE SYSTEM,07/06/22,Crystal structure of SARS-CoV-2 spike protein receptor-binding domain in complex with a cross-neutralizing nanobody 2-31 and a human antibody CC12.1 Fab,Homo sapiens; Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Liu, H., Wilson, I.A.",2.51,X-RAY DIFFRACTION,0.264,0.238,False,True,IGHV1,,,,,,,
8cxn,D,,0,A,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-57,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cxn,F,,0,C,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-57,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cxn,E,,0,B,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 2-57,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cxq,D,,0,A,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 1-22,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cxq,E,,0,B,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 1-22,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
8cxq,F,,0,C,protein,,spike glycoprotein,VIRAL PROTEIN,07/06/22,SARS-CoV-2 Spike protein in complex with a pan-sarbecovirus nanobody 1-22,Lama glama; Severe acute respiratory syndrome coronavirus 2,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
7ssv,H,L,0,B | A | C | D,protein | protein | protein | protein,NA | NA | NA | NA,"potassium voltage-gated channel subfamily a member 3,greenfluorescent protein fusion  | potassium voltage-gated channel subfamily a member 3,greenfluorescent protein fusion  | potassium voltage-gated channel subfamily a member 3,greenfluorescent protein fusion  | potassium voltage-gated channel subfamily a member 3,greenfluorescent protein fusion ",IMMUNE SYSTEM,11/11/21,Structure of human Kv1.3 with Fab-ShK fusion,Aequorea victoria; Homo sapiens; unidentified,unidentified,unidentified,"homo sapiens, aequorea victoria | homo sapiens, aequorea victoria | homo sapiens, aequorea victoria | homo sapiens, aequorea victoria","Meyerson, J.R., Selvakumar, P., Smider, V., Huang, R.",3.39,ELECTRON MICROSCOPY,,,False,True,IGHV4,IGLV1,Lambda,,,,,
7ssz,E,,0,A,protein,,"potassium voltage-gated channel subfamily a member 3,greenfluorescent protein fusion ",IMMUNE SYSTEM,11/11/21,Structure of human Kv1.3 with A0194009G09 nanobodies,Aequorea victoria; Homo sapiens; synthetic construct,synthetic construct,,"homo sapiens, aequorea victoria","Meyerson, J.R., Selvakumar, P.",3.25,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
7ssz,F,,0,B,protein,,"potassium voltage-gated channel subfamily a member 3,greenfluorescent protein fusion ",IMMUNE SYSTEM,11/11/21,Structure of human Kv1.3 with A0194009G09 nanobodies,Aequorea victoria; Homo sapiens; synthetic construct,synthetic construct,,"homo sapiens, aequorea victoria","Meyerson, J.R., Selvakumar, P.",3.25,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
7ssz,G,,0,C,protein,,"potassium voltage-gated channel subfamily a member 3,greenfluorescent protein fusion ",IMMUNE SYSTEM,11/11/21,Structure of human Kv1.3 with A0194009G09 nanobodies,Aequorea victoria; Homo sapiens; synthetic construct,synthetic construct,,"homo sapiens, aequorea victoria","Meyerson, J.R., Selvakumar, P.",3.25,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
7ssz,H,,0,D,protein,,"potassium voltage-gated channel subfamily a member 3,greenfluorescent protein fusion ",IMMUNE SYSTEM,11/11/21,Structure of human Kv1.3 with A0194009G09 nanobodies,Aequorea victoria; Homo sapiens; synthetic construct,synthetic construct,,"homo sapiens, aequorea victoria","Meyerson, J.R., Selvakumar, P.",3.25,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
6fe4,F,,0,A,protein,,shiga-like toxin 2 subunit b,TOXIN,12/29/17,Crystal structure of the complex between Shiga toxin Stx2 B subunit and neutralising Nb113,ENTEROBACTERIA PHAGE 933W; VICUGNA PACOS,vicugna pacos,,enterobacteria phage 933w,"Bernedo, R., Muyldermans, S., Sterckx, Y.G.J.",3.0,X-RAY DIFFRACTION,0.207,0.169,False,True,IGHV3,,,9.6e-09,-10.938139080820337,SPR,,TBD
7jmo,H,L,0,A,protein,,spike protein s1,IMMUNE SYSTEM,08/02/20,Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody COVA2-04,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus2 ,"Wu, N.C., Yuan, M., Liu, H., Zhu, X., Wilson, I.A.",2.359,X-RAY DIFFRACTION,0.238,0.195,False,True,IGHV3,IGKV3,Kappa,,,,,
7n0h,Z,,0,C,protein,,spike glycoprotein,VIRAL PROTEIN,05/25/21,"CryoEM structure of SARS-CoV-2 spike protein (S-6P, 2-up) in complex with sybodies (Sb45)",SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT,synthetic construct,,severe acute respiratory syndrome coronavirus2 ,"Jiang, J., Huang, R., Margulies, D.",3.34,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
7orb,E,F,0,X,protein,,spike protein s1,VIRAL PROTEIN,06/04/21,Crystal structure of the L452R mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-75 and COVOX-253 Fabs,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus2 ,"Zhou, D., Ren, J., Stuart, D.I.",2.5,X-RAY DIFFRACTION,0.251,0.213,False,True,IGHV3,IGKV1,Kappa,,,,,
5w08,K,L,0,C,protein,,hemagglutinin ha1,VIRAL PROTEIN/IMMUNE SYSTEM,05/30/17,A/Texas/50/2012(H3N2) Influenza hemagglutinin in complex with K03.12 Fab,INFLUENZA A VIRUS (A/TEXAS/50/2012(H3N2)); HOMO SAPIENS,homo sapiens,homo sapiens,influenza a virus (a/texas/50/2012(h3n2)),"McCarthy, K.R., Harrison, S.C.",2.6,X-RAY DIFFRACTION,0.262,0.240,False,True,IGHV1,IGLV2,Lambda,4e-08,-10.092595930642474,SPR,,TBD
5l21,B,,0,A,protein,,botulinum neurotoxin type a,TOXIN,07/29/16,Crystal structure of BoNT/A receptor binding domain in complex with VHH C2,CLOSTRIDIUM BOTULINUM (STRAIN HALL / ATCC 3502 / NCTC 13319 / TYPE A); VICUGNA PACOS,vicugna pacos,,clostridium botulinum (strain hall / atcc 3502/ nctc 13319 / type a) ,"Yao, G., Jin, R.",1.68,X-RAY DIFFRACTION,0.205,0.193,False,True,unknown,unknown,unknown,,,,,
